head,grouping,cell,class,n_rows,observed,predicted,gap,relative_gap
spray,handedness,LvR,bin_10,41973,0.03711910037404999,0.0397134763738272,0.0025943759997772153,0.06989328872827281
spray,handedness,LvR,bin_11,41973,0.04026397922473971,0.04178788081386396,0.0015239015891242505,0.03784776414219655
spray,handedness,LvR,bin_12,41973,0.040121030186072,0.041729784095617804,0.0016087539095458042,0.040097522473495274
spray,handedness,LvR,bin_13,41973,0.03516546351225788,0.03769145094129423,0.0025259874290363485,0.07183148398302347
spray,handedness,LvR,bin_14,41973,0.03218735854001382,0.03506769261990357,0.002880334079889753,0.08948650061821806
spray,handedness,LvR,bin_15,41973,0.03402187120291616,0.03553831801755399,0.001516446814637834,0.04457270458739063
spray,handedness,LvR,bin_16,41973,0.03745264813094132,0.03730669510952629,-0.00014595302141502675,-0.0038970013790412964
spray,handedness,LvR,bin_17,41973,0.042598813522979055,0.040675492047607766,-0.0019233214753712896,-0.04514964892939549
spray,handedness,LvR,bin_18,41973,0.04626783884878374,0.04341875392514223,-0.0028490849236415122,-0.061578085221423884
spray,handedness,LvR,bin_19,41973,0.049174469301693946,0.043235227625568556,-0.00593924167612539,-0.12077896844574175
spray,handedness,LvR,bin_20,41973,0.0468396350034546,0.043195306577159594,-0.0036443284262950085,-0.07780437285700935
spray,handedness,LvR,bin_21,41973,0.046696685964786884,0.04423913273125371,-0.002457553233533173,-0.052628000954636676
spray,handedness,LvR,bin_22,41973,0.05150930359993329,0.04835140738360427,-0.0031578962163290175,-0.061307297820526296
spray,handedness,LvR,bin_23,41973,0.06821051628427799,0.061744573477282585,-0.006465942806995403,-0.09479392854977928
spray,handedness,RvL,bin_0,23510,0.053253934495959165,0.05447742448639625,0.0012234899904370877,0.02297464031563573
spray,handedness,RvL,bin_1,23510,0.04253509145044662,0.046340226296293446,0.003805134845846825,0.08945872022585885
spray,handedness,RvL,bin_2,23510,0.040578477243726076,0.0441944990170301,0.003616021773304022,0.08911181539871861
spray,handedness,RvL,bin_3,23510,0.040153126329221606,0.042443332131528115,0.0022902058023065094,0.05703679916549369
spray,handedness,RvL,bin_4,23510,0.03857932794555508,0.04064438510971596,0.0020650571641608745,0.053527556702780775
spray,handedness,RvL,bin_5,23510,0.038451722671203746,0.04120822912213297,0.0027565064509292234,0.071687463120958
spray,handedness,RvL,bin_6,23510,0.03925988940876223,0.04150721261937416,0.002247323210611926,0.0572422195899094
spray,handedness,RvL,bin_7,23510,0.039897915780518926,0.042435651833678464,0.002537736053159538,0.0636057298611735
spray,handedness,RvL,bin_8,23510,0.037048064653339007,0.0424713635780973,0.005423298924758291,0.1463854853284356
spray,handedness,RvL,bin_9,23510,0.03930242450021267,0.042164844261027394,0.0028624197608147217,0.07283061534280748
spray,handedness,RvL,bin_10,23510,0.037303275202041686,0.04091674644286696,0.0036134712408252764,0.09686739894162172
spray,handedness,RvL,bin_11,23510,0.04381114419396002,0.04194763181007161,-0.001863512383888405,-0.04253512247108388
spray,handedness,RvL,bin_12,23510,0.04474691620586984,0.04240490396635136,-0.002342012239518479,-0.05233907580901088
spray,handedness,RvL,bin_13,23510,0.04678860059549128,0.04394822467890304,-0.002840375916588242,-0.06070657981726324
spray,handedness,RvL,bin_14,23510,0.04640578477243726,0.04437922787334658,-0.0020265568990906757,-0.0436703507769219
spray,handedness,RvL,bin_15,23510,0.04372607401105912,0.04383616269394071,0.00011008868288158585,0.0025176896250448284
spray,handedness,RvL,bin_16,23510,0.04325818800510421,0.041298982803198846,-0.001959205201905366,-0.045290967843456396
spray,handedness,RvL,bin_17,23510,0.038451722671203746,0.0392316900443381,0.0007799673731343562,0.02028432847609371
spray,handedness,RvL,bin_18,23510,0.03717566992769034,0.03759369573563457,0.00041802580794422783,0.011244607259460866
spray,handedness,RvL,bin_19,23510,0.041088898341131434,0.03806606636392763,-0.0030228319772038076,-0.07356809501455644
