batter,stand,stratum,centered_obs,centered_pred,agree
677951,R,medium,-0.08114916859728301,0.0015992475651830165,False
677956,R,low,-0.3758796194024726,0.0004478704994059172,False
678009,L,low,0.029653738417915354,-0.008364935872300576,False
678246,R,medium,0.00896546450718539,-0.0032252970396974834,False
678554,R,low,0.1848193531184354,-0.0012341274224201837,False
678662,R,medium,-0.01931444429101411,-0.003611198165748083,True
678877,R,low,0.08225120497028719,0.0004478704994059172,True
678882,R,low,-0.05138332985161591,-0.002307819324125583,True
679032,R,low,-0.06466800446105801,0.0010997001845518169,False
679529,R,medium,0.0368430682339911,-0.00032646777064708303,False
679822,R,low,-0.00509067537159311,0.0004478704994059172,False
679845,R,low,0.025637087919729493,0.0015192088115509178,True
680118,R,low,0.136404606411643,-0.004592283376989683,False
680474,R,low,-0.063015245946649,0.0004478704994059172,False
680700,L,low,0.03779565492043385,0.003279910744664223,True
680716,R,low,-0.09401268391860151,0.0005966952086881167,False
680718,L,low,-0.055932793122116346,-0.005321757643873874,True
680728,L,low,0.09621270205918436,-0.005321757643873874,False
680757,L,medium,0.06237855043080136,0.004906584790942425,True
680776,L,medium,-0.05410298923220464,-0.011391466808954177,True
680777,R,medium,0.027327425977540492,0.001686768603541217,True
680779,R,low,0.1508931989915917,-0.0012293474881054835,False
680869,R,low,-0.08788402282074952,-0.0037159983458168837,True
680977,L,medium,-0.019838316178601746,-0.0009887364333553764,True
681082,L,medium,0.006034352458474557,-0.005375979395992374,False
681146,R,low,-0.10284880677507331,-9.485918376418365e-05,True
681297,L,low,-0.024056046970393742,-0.00869880544837208,True
681351,R,low,-0.07073456372523751,0.000666667758002417,False
681393,R,low,-0.056773634482033014,0.0004478704994059172,False
681460,L,low,0.037099658580923456,0.01776868775401532,True
681481,L,low,-0.19063051074301665,-0.0037086734392812737,True
681546,L,medium,-0.02985762735503355,-0.005792111455870379,True
681584,R,medium,-0.005005330977425209,-0.0001294496023550827,True
681624,R,low,0.09353280125660059,0.0004478704994059172,True
681807,R,low,0.10365131539126729,-0.0035670278368946824,False
682073,R,low,-0.09213409711802771,0.0005579330415818162,False
682177,L,low,0.19214575467701955,-0.005321757643873874,False
682617,R,low,0.0846294589385412,0.002496469351830016,True
682622,R,low,0.009621086526970891,0.004934379190560919,True
682626,R,medium,0.03654120913955969,0.0007894322392061164,True
682641,R,low,-0.003360541061458909,-0.0008879528243598833,True
682657,L,low,0.08946852466107985,0.01776868775401532,True
682668,R,low,0.1931331494147318,0.0004478704994059172,True
682729,L,low,-0.02810698302308654,0.01776868775401532,False
682829,L,medium,-0.04331802948889265,0.006754162973898824,False
682868,R,low,-0.07410885908489871,0.0004478704994059172,False
682928,L,medium,0.07400636157348536,-0.010106294125605576,False
682985,L,medium,-0.042270587949587844,-0.019586153146209477,True
682988,R,low,-0.056137683918601605,0.0004478704994059172,False
682998,L,medium,0.008267255242480356,-0.01112256048713458,False
683002,L,medium,0.0002996585809235536,-0.010777916608090174,False
